"Date","Price","Open","High","Low","Vol.","Change %"
"06/13/2018","7,602.98","7,722.43","7,723.85","7,553.74","124.82K","-2.17%"
"06/11/2018","7,771.30","7,738.28","7,779.26","7,699.67","60.73K","0.39%"
"06/08/2018","7,740.74","7,803.35","7,803.35","7,718.33","82.46K","-0.80%"
"06/07/2018","7,803.31","7,693.30","7,814.88","7,687.94","157.56K","1.48%"
"06/06/2018","7,689.14","7,666.77","7,702.33","7,654.13","105.62K","0.04%"
"06/05/2018","7,685.76","7,594.55","7,685.76","7,550.64","133.33K","1.40%"
"06/04/2018","7,579.61","7,619.38","7,620.13","7,551.89","77.62K","-0.66%"
"06/01/2018","7,630.26","7,499.90","7,630.26","7,487.37","113.34K","1.78%"
"05/31/2018","7,497.17","7,496.11","7,537.63","7,457.05","387.82K","0.36%"
"05/30/2018","7,470.14","7,575.38","7,575.38","7,461.73","115.66K","-1.74%"
"05/29/2018","7,602.36","7,662.37","7,662.37","7,585.16","94.26K","-0.53%"
"05/28/2018","7,642.90","7,669.96","7,669.96","7,598.13","76.89K","-0.06%"
"05/25/2018","7,647.51","7,673.82","7,674.29","7,605.98","80.10K","-0.07%"
"05/24/2018","7,652.53","7,573.67","7,652.53","7,555.45","72.44K","1.22%"
"05/23/2018","7,560.47","7,673.62","7,673.62","7,517.56","102.14K","-1.12%"
"05/22/2018","7,646.20","7,698.23","7,698.65","7,633.52","83.42K","-0.15%"
"05/21/2018","7,658.05","7,693.22","7,715.66","7,658.05","68.85K","-0.19%"
"05/18/2018","7,672.28","7,742.39","7,742.39","7,639.15","82.27K","-0.28%"
"05/17/2018","7,694.12","7,855.90","7,855.90","7,694.12","134.75K","-2.23%"
"05/16/2018","7,869.56","7,869.48","7,869.56","7,751.33","159.99K","-0.21%"
"05/15/2018","7,885.97","7,771.90","7,906.45","7,765.46","163.63K","1.73%"
"05/11/2018","7,752.11","7,625.10","7,760.26","7,625.10","118.70K","2.39%"
"05/10/2018","7,571.00","7,547.46","7,630.29","7,531.66","98.27K","0.21%"
"05/09/2018","7,555.27","7,587.68","7,590.80","7,535.93","108.03K","-0.29%"
"05/08/2018","7,577.57","7,544.10","7,615.22","7,543.35","108.82K","0.59%"
"05/07/2018","7,533.28","7,578.80","7,581.72","7,517.09","60.64K","-0.17%"
"05/04/2018","7,546.19","7,541.00","7,558.31","7,499.26","94.48K","0.15%"
"05/03/2018","7,535.10","7,792.41","7,792.41","7,535.10","144.84K","-2.60%"
"05/02/2018","7,736.07","7,791.63","7,856.50","7,736.07","101.85K","-1.06%"
"04/30/2018","7,819.25","7,726.96","7,822.84","7,726.27","135.55K","1.27%"
"04/27/2018","7,721.02","7,631.44","7,721.02","7,604.54","129.38K","1.36%"
"04/26/2018","7,617.42","7,544.02","7,617.42","7,529.13","81.79K","0.79%"
"04/25/2018","7,557.91","7,595.49","7,636.57","7,526.30","112.22K","-0.56%"
"04/24/2018","7,600.36","7,704.18","7,704.27","7,600.36","104.16K","-1.54%"
"04/23/2018","7,719.47","7,736.09","7,746.86","7,663.53","96.68K","-0.09%"
"04/20/2018","7,726.72","7,698.08","7,783.55","7,691.93","119.10K","0.58%"
"04/19/2018","7,682.24","7,689.35","7,756.40","7,537.42","303.92K","-1.42%"
"04/18/2018","7,793.13","7,743.14","7,828.85","7,743.14","125.31K","0.90%"
"04/17/2018","7,723.39","7,861.72","7,861.72","7,691.79","128.36K","-1.87%"
"04/16/2018","7,870.25","7,928.99","7,928.99","7,845.47","83.35K","-0.38%"
"04/13/2018","7,899.98","8,031.23","8,031.23","7,899.98","127.00K","-1.78%"
"04/12/2018","8,043.07","7,962.66","8,043.07","7,951.09","85.63K","1.25%"
"04/11/2018","7,943.93","7,958.33","7,990.98","7,930.66","92.67K","0.12%"
"04/10/2018","7,934.68","7,946.45","7,984.64","7,890.31","119.55K","-0.14%"
"04/06/2018","7,945.66","8,018.77","8,047.70","7,901.79","76.65K","-0.95%"
"04/05/2018","8,022.16","8,035.64","8,043.66","7,988.37","59.46K","0.31%"
"04/04/2018","7,997.67","8,084.93","8,084.93","7,991.60","86.14K","-0.63%"
"04/03/2018","8,048.72","7,976.33","8,071.68","7,976.33","121.02K","0.12%"
"04/02/2018","8,039.45","7,993.63","8,039.45","7,944.86","61.92K","0.75%"
"03/28/2018","7,979.83","8,016.35","8,056.22","7,967.28","121.79K","-0.84%"
"03/27/2018","8,047.03","7,947.21","8,047.03","7,947.21","97.59K","1.45%"
"03/26/2018","7,932.38","7,948.05","7,949.61","7,834.11","87.67K","-0.48%"
"03/23/2018","7,970.80","7,980.66","7,980.66","7,923.65","105.20K","-1.89%"
"03/22/2018","8,124.45","7,934.83","8,124.45","7,928.75","130.46K","2.72%"
"03/21/2018","7,909.07","8,097.59","8,097.59","7,909.07","157.64K","-1.87%"
"03/20/2018","8,059.60","8,180.25","8,180.25","8,015.49","134.72K","-2.14%"
"03/19/2018","8,235.54","8,236.54","8,240.13","8,169.00","152.70K","-0.03%"
"03/16/2018","8,238.15","8,200.14","8,258.09","8,156.19","289.47K","0.59%"
"03/15/2018","8,190.01","8,322.10","8,326.01","8,190.01","110.94K","-1.90%"
"03/14/2018","8,348.74","8,430.03","8,430.03","8,284.76","101.22K","-0.84%"
"03/13/2018","8,419.57","8,454.09","8,462.25","8,397.96","96.03K","-0.40%"
"03/12/2018","8,453.50","8,442.25","8,484.65","8,425.93","136.12K","0.97%"
"03/09/2018","8,372.51","8,401.33","8,409.75","8,367.63","100.78K","-0.11%"
"03/08/2018","8,381.85","8,388.08","8,389.74","8,350.53","95.44K","-0.27%"
"03/07/2018","8,404.69","8,373.62","8,404.69","8,333.11","109.85K","0.53%"
"03/06/2018","8,360.22","8,388.02","8,411.76","8,344.84","142.96K","-0.31%"
"03/05/2018","8,386.17","8,434.67","8,449.82","8,350.53","61.36K","-0.86%"
"03/02/2018","8,458.57","8,414.94","8,458.57","8,337.69","86.43K","-0.09%"
"03/01/2018","8,465.77","8,471.22","8,503.68","8,429.75","103.06K","-0.11%"
"02/28/2018","8,475.29","8,538.53","8,575.44","8,475.29","157.80K","-1.36%"
"02/27/2018","8,592.38","8,507.68","8,592.38","8,507.45","147.01K","1.09%"
"02/26/2018","8,499.98","8,450.15","8,499.98","8,373.68","113.78K","0.38%"
"02/23/2018","8,467.56","8,520.73","8,526.23","8,465.79","114.55K","-0.56%"
"02/22/2018","8,515.57","8,598.50","8,605.93","8,472.89","136.83K","-1.14%"
"02/21/2018","8,613.65","8,677.51","8,677.51","8,613.50","149.14K","-1.25%"
"02/20/2018","8,722.70","8,727.16","8,728.08","8,637.77","126.92K","0.14%"
"02/19/2018","8,710.22","8,593.87","8,757.83","8,538.20","110.78K","1.14%"
"02/15/2018","8,612.44","8,603.71","8,612.44","8,505.86","179.69K","0.17%"
"02/14/2018","8,598.11","8,563.57","8,598.11","8,498.57","169.61K","0.33%"
"02/13/2018","8,570.14","8,514.06","8,570.14","8,476.46","125.57K","0.97%"
"02/12/2018","8,487.91","8,533.80","8,554.51","8,460.56","85.89K","-0.19%"
"02/09/2018","8,503.69","8,545.88","8,546.02","8,421.74","114.16K","-1.64%"
"02/08/2018","8,645.08","8,679.37","8,679.37","8,601.53","95.00K","-0.26%"
"02/07/2018","8,667.56","8,648.00","8,700.56","8,603.18","115.34K","1.37%"
"02/06/2018","8,550.42","8,475.08","8,550.42","8,379.83","150.03K","-0.76%"
"02/05/2018","8,616.00","8,680.59","8,680.59","8,555.55","152.49K","-2.21%"
"02/02/2018","8,810.75","8,746.86","8,810.75","8,746.86","146.97K","0.82%"
"02/01/2018","8,738.72","8,748.38","8,818.10","8,738.72","99.36K","-0.29%"
"01/31/2018","8,764.01","8,831.83","8,831.83","8,721.85","150.76K","-1.64%"
"01/30/2018","8,910.48","9,025.29","9,025.29","8,838.69","166.24K","-1.64%"
"01/29/2018","9,058.62","9,051.75","9,078.37","9,008.41","119.56K","0.19%"
"01/26/2018","9,041.20","8,995.61","9,041.20","8,945.32","116.74K","0.47%"
"01/25/2018","8,999.17","8,907.45","8,999.17","8,907.24","148.08K","0.88%"
"01/24/2018","8,920.23","8,992.37","8,992.37","8,898.21","96.37K","-0.88%"
"01/23/2018","8,999.02","8,952.81","8,999.02","8,916.07","112.60K","0.54%"
"01/22/2018","8,950.62","8,893.14","8,975.12","8,883.00","98.60K","0.39%"
"01/19/2018","8,915.92","8,824.72","8,915.92","8,802.78","124.47K","1.08%"
"01/18/2018","8,820.74","8,790.05","8,822.40","8,772.45","173.13K","-0.32%"
"01/17/2018","8,848.99","8,879.67","8,902.27","8,821.41","162.53K","-0.18%"
"01/16/2018","8,865.13","8,890.74","8,969.18","8,865.13","141.74K","0.08%"
"01/15/2018","8,857.72","8,844.35","8,897.56","8,809.53","147.11K","0.49%"
"01/12/2018","8,814.62","8,836.29","8,868.56","8,803.62","125.85K","0.02%"
"01/11/2018","8,813.25","8,908.64","8,909.00","8,745.63","141.64K","-1.20%"
"01/10/2018","8,920.29","8,914.25","8,926.78","8,877.98","96.73K","-0.04%"
"01/09/2018","8,923.72","8,758.96","8,923.72","8,755.40","116.13K","2.04%"
"01/08/2018","8,745.12","8,818.90","8,820.53","8,713.86","99.60K","-0.28%"
"01/05/2018","8,770.00","8,743.41","8,858.07","8,739.74","158.23K","0.35%"
"01/04/2018","8,739.83","8,710.00","8,760.26","8,690.34","124.75K","0.18%"
"01/03/2018","8,724.13","8,584.46","8,724.13","8,580.50","129.60K","1.94%"
"01/02/2018","8,558.42","8,562.86","8,640.04","8,535.10","170.54K","0.00%"
"12/29/2017","8,558.42","8,562.86","8,640.04","8,535.10","170.54K","0.27%"
"12/28/2017","8,535.09","8,474.99","8,571.46","8,468.19","106.54K","0.52%"
"12/27/2017","8,490.91","8,427.05","8,490.91","8,412.89","47.95K","0.69%"
"12/22/2017","8,432.31","8,377.92","8,432.31","8,364.42","47.02K","0.64%"
"12/21/2017","8,378.28","8,371.91","8,378.28","8,323.01","88.10K","0.19%"
"12/20/2017","8,362.61","8,376.32","8,377.57","8,343.99","57.72K","-0.04%"
"12/19/2017","8,365.96","8,422.09","8,422.77","8,348.88","88.31K","-0.68%"
"12/18/2017","8,422.82","8,345.97","8,422.82","8,345.32","68.25K","1.03%"
"12/15/2017","8,337.04","8,425.66","8,425.66","8,337.04","226.81K","-1.47%"
"12/14/2017","8,461.06","8,366.60","8,461.06","8,344.02","111.08K","1.21%"
"12/13/2017","8,359.61","8,341.81","8,363.15","8,321.59","77.58K","0.31%"
"12/12/2017","8,334.06","8,346.27","8,362.28","8,311.68","118.57K","-0.29%"
"12/11/2017","8,358.57","8,296.23","8,358.57","8,277.26","82.52K","0.65%"
"12/08/2017","8,304.70","8,176.21","8,304.70","8,167.60","119.25K","1.59%"
"12/07/2017","8,174.93","8,128.06","8,174.93","8,109.57","96.88K","0.56%"
"12/06/2017","8,129.62","8,157.60","8,197.39","8,119.37","122.96K","-0.19%"
"12/05/2017","8,145.00","8,093.63","8,149.22","8,085.44","114.59K","0.75%"
"12/04/2017","8,084.45","8,108.21","8,126.97","8,051.86","117.39K","-0.73%"
"12/01/2017","8,144.02","8,236.15","8,236.15","8,122.32","157.68K","-1.33%"
"11/29/2017","8,254.03","8,272.07","8,304.38","8,213.65","212.70K","-0.46%"
"11/28/2017","8,291.88","8,341.77","8,341.77","8,254.25","94.28K","-0.83%"
"11/27/2017","8,361.69","8,358.35","8,361.69","8,261.28","68.09K","-0.04%"
"11/24/2017","8,365.11","8,330.09","8,365.11","8,261.15","126.83K","0.26%"
"11/23/2017","8,343.23","8,291.86","8,343.23","8,278.51","52.65K","0.94%"
"11/22/2017","8,265.68","8,306.72","8,346.92","8,265.68","96.31K","-0.28%"
"11/21/2017","8,289.19","8,339.81","8,340.63","8,289.19","93.62K","-0.39%"
"11/20/2017","8,321.98","8,332.71","8,371.95","8,321.98","67.87K","0.13%"
"11/17/2017","8,311.08","8,274.89","8,326.81","8,262.90","104.62K","1.28%"
"11/16/2017","8,206.44","8,211.03","8,332.94","8,206.44","135.59K","-0.81%"
"11/15/2017","8,273.44","8,335.87","8,348.52","8,260.61","142.92K","-1.27%"
"11/14/2017","8,379.64","8,349.61","8,379.64","8,280.43","112.46K","0.60%"
"11/13/2017","8,330.02","8,460.62","8,486.61","8,330.02","95.95K","-1.23%"
"11/10/2017","8,433.48","8,548.07","8,548.21","8,433.48","104.23K","-1.01%"
"11/09/2017","8,519.82","8,515.40","8,563.51","8,506.77","131.31K","0.13%"
"11/08/2017","8,508.49","8,525.04","8,532.45","8,486.52","138.30K","-0.16%"
"11/07/2017","8,521.81","8,519.66","8,543.41","8,462.22","92.53K","-0.01%"
"11/06/2017","8,523.07","8,393.05","8,523.07","8,393.05","109.62K","1.75%"
"11/03/2017","8,376.13","8,544.02","8,605.15","8,376.13","168.24K","-1.64%"
"11/02/2017","8,516.02","8,342.98","8,543.80","8,321.65","157.75K","1.80%"
"10/30/2017","8,365.26","8,332.33","8,365.26","8,305.65","68.01K","0.84%"
"10/27/2017","8,295.95","8,260.60","8,295.95","8,209.88","74.18K","0.34%"
"10/26/2017","8,267.92","8,301.17","8,313.48","8,225.95","80.55K","-0.43%"
"10/25/2017","8,303.35","8,299.68","8,327.76","8,244.11","109.44K","0.28%"
"10/24/2017","8,279.92","8,351.03","8,373.45","8,279.92","90.74K","-0.82%"
"10/23/2017","8,348.32","8,429.89","8,456.98","8,342.20","97.51K","-0.86%"
"10/20/2017","8,420.95","8,465.64","8,474.18","8,415.90","80.55K","-0.78%"
"10/19/2017","8,487.37","8,441.36","8,487.37","8,375.09","88.13K","0.66%"
"10/18/2017","8,431.73","8,537.66","8,548.58","8,332.30","133.22K","-0.78%"
"10/17/2017","8,497.74","8,484.94","8,586.73","8,484.94","179.54K","0.59%"
"10/13/2017","8,447.94","8,422.22","8,447.94","8,399.84","136.34K","0.54%"
"10/12/2017","8,402.81","8,367.09","8,406.36","8,361.44","114.76K","0.53%"
"10/11/2017","8,358.47","8,418.33","8,427.13","8,353.11","161.37K","-0.47%"
"10/10/2017","8,398.04","8,354.88","8,409.92","8,340.17","81.75K","0.37%"
"10/09/2017","8,367.38","8,333.70","8,367.38","8,326.78","60.96K","0.68%"
"10/06/2017","8,310.88","8,332.56","8,406.34","8,297.02","113.03K","0.20%"
"10/05/2017","8,294.01","8,353.23","8,355.63","8,294.01","88.75K","-0.60%"
"10/04/2017","8,344.05","8,328.74","8,377.79","8,328.74","99.19K","0.37%"
"10/03/2017","8,312.93","8,261.29","8,321.22","8,261.29","115.83K","0.69%"
"10/02/2017","8,256.28","8,210.76","8,257.83","8,197.89","113.51K","1.04%"
"09/29/2017","8,171.43","8,151.58","8,240.52","8,151.58","176.86K","0.19%"
"09/28/2017","8,156.04","8,223.69","8,223.69","8,151.86","182.21K","-0.80%"
"09/27/2017","8,221.92","8,159.18","8,221.92","8,113.30","459.31K","0.63%"
"09/26/2017","8,170.14","8,230.56","8,230.56","8,119.59","392.33K","-0.90%"
"09/25/2017","8,244.73","8,247.41","8,252.20","8,195.45","140.27K","-0.44%"
"09/22/2017","8,281.27","8,297.94","8,314.44","8,275.45","100.65K","-0.07%"
"09/21/2017","8,286.86","8,239.22","8,321.81","8,237.83","197.02K","0.82%"
"09/20/2017","8,219.32","8,201.69","8,250.00","8,201.69","127.58K","0.69%"
"09/19/2017","8,162.70","8,299.81","8,299.85","8,162.70","204.15K","-1.58%"
"09/18/2017","8,294.14","8,185.24","8,294.14","8,155.94","157.35K","1.38%"
"09/15/2017","8,180.85","8,141.39","8,180.85","8,104.95","227.89K","0.44%"
"09/14/2017","8,144.91","8,073.24","8,169.64","8,071.76","202.64K","1.13%"
"09/13/2017","8,053.88","8,097.27","8,103.68","8,047.04","173.59K","0.06%"
"09/11/2017","8,049.31","8,036.93","8,055.63","8,012.55","99.34K","0.33%"
"09/08/2017","8,022.75","8,044.60","8,048.51","8,018.91","152.59K","0.00%"
"09/07/2017","8,022.98","8,003.83","8,025.74","7,994.83","157.69K","0.49%"
"09/06/2017","7,983.97","8,025.24","8,027.22","7,972.62","160.63K","-0.81%"
"09/05/2017","8,049.35","8,038.28","8,049.35","7,995.13","157.44K","0.18%"
"09/04/2017","8,035.20","8,014.49","8,047.44","7,980.86","149.20K","0.96%"
"08/31/2017","7,958.57","7,975.51","7,976.30","7,943.21","202.01K","0.02%"
"08/30/2017","7,956.73","7,978.80","7,984.38","7,912.43","106.13K","0.10%"
"08/29/2017","7,948.39","8,036.04","8,036.04","7,931.78","116.52K","-0.83%"
"08/25/2017","8,015.14","8,018.20","8,031.50","8,009.72","91.65K","0.13%"
"08/24/2017","8,004.93","8,023.40","8,023.40","7,978.86","78.24K","0.08%"
"08/23/2017","7,998.75","8,027.97","8,028.90","7,998.75","90.48K","-0.21%"
"08/22/2017","8,015.93","8,018.14","8,026.31","7,969.74","114.86K","-0.01%"
"08/18/2017","8,016.73","8,079.00","8,079.00","8,015.68","80.51K","-0.69%"
"08/17/2017","8,072.75","8,084.41","8,105.01","8,049.61","120.94K","0.33%"
"08/16/2017","8,046.59","8,015.69","8,082.49","7,996.01","157.42K","0.46%"
"08/15/2017","8,009.41","8,003.08","8,009.41","7,964.33","143.61K","0.59%"
"08/14/2017","7,962.12","7,954.89","7,973.34","7,951.57","108.71K","0.42%"
"08/11/2017","7,928.43","7,953.89","7,953.89","7,873.31","112.19K","-0.47%"
"08/10/2017","7,966.25","8,005.39","8,008.01","7,934.82","103.68K","-0.25%"
"08/09/2017","7,985.83","8,007.25","8,011.59","7,940.97","153.47K","-0.01%"
"08/08/2017","7,986.51","8,030.07","8,039.05","7,986.51","161.85K","-0.07%"
"08/07/2017","7,992.27","7,955.37","7,992.27","7,955.10","112.11K","0.75%"
"08/04/2017","7,932.82","7,918.91","7,960.80","7,918.03","258.51K","0.71%"
"08/03/2017","7,876.66","7,897.84","7,946.31","7,862.11","117.57K","0.05%"
"08/02/2017","7,872.65","7,936.89","8,037.91","7,872.65","159.22K","-0.43%"
"08/01/2017","7,906.60","8,015.68","8,017.18","7,906.60","167.18K","-1.39%"
"07/31/2017","8,018.05","8,068.66","8,070.04","7,953.47","180.74K","-0.66%"
"07/28/2017","8,071.47","8,075.72","8,079.70","8,046.76","119.15K","0.32%"
"07/27/2017","8,045.78","8,072.21","8,106.74","8,045.78","177.60K","0.10%"
"07/26/2017","8,037.51","8,007.70","8,062.99","7,998.14","225.27K","0.83%"
"07/25/2017","7,971.72","7,985.42","7,999.00","7,958.95","138.23K","0.11%"
"07/24/2017","7,962.64","7,985.04","7,985.04","7,949.41","93.16K","-0.34%"
"07/21/2017","7,989.73","7,917.26","7,989.73","7,849.26","137.22K","1.08%"
"07/20/2017","7,904.34","7,988.14","8,001.59","7,904.34","168.02K","-0.86%"
"07/19/2017","7,972.90","7,974.45","8,005.31","7,967.70","189.77K","0.25%"
"07/18/2017","7,952.92","7,941.37","7,967.81","7,941.37","138.19K","0.23%"
"07/17/2017","7,934.50","7,915.43","7,955.01","7,914.44","92.13K","0.62%"
"07/14/2017","7,885.90","7,952.87","7,958.08","7,875.52","127.19K","-0.64%"
"07/13/2017","7,936.85","7,963.73","7,994.27","7,911.83","180.78K","-0.02%"
"07/12/2017","7,938.37","7,872.63","7,952.96","7,872.63","238.32K","1.02%"
"07/11/2017","7,858.14","7,846.84","7,863.66","7,844.63","133.92K","0.26%"
"07/10/2017","7,837.47","7,889.47","7,900.28","7,837.47","112.79K","-0.66%"
"07/07/2017","7,889.33","7,887.69","7,894.61","7,880.13","144.05K","0.01%"
"07/06/2017","7,888.31","7,850.50","7,892.71","7,849.08","172.74K","0.50%"
"07/05/2017","7,848.84","7,848.03","7,848.84","7,821.37","104.65K","0.19%"
"07/04/2017","7,833.96","7,854.98","7,858.90","7,830.33","83.93K","-0.41%"
"07/03/2017","7,866.52","7,840.23","7,866.52","7,797.83","96.89K","0.30%"
"06/30/2017","7,843.16","7,774.91","7,843.16","7,734.52","215.74K","0.71%"
"06/29/2017","7,788.06","7,877.35","7,877.69","7,774.49","161.65K","-0.88%"
"06/28/2017","7,857.18","7,889.80","7,894.33","7,854.78","112.17K","-0.24%"
"06/27/2017","7,876.37","7,851.93","7,890.63","7,837.23","92.26K","0.80%"
"06/23/2017","7,814.17","7,872.59","7,872.59","7,799.89","94.45K","-0.56%"
"06/22/2017","7,858.34","7,886.59","7,886.59","7,831.82","167.49K","-0.36%"
"06/21/2017","7,886.37","7,921.88","7,921.88","7,851.97","111.13K","-0.40%"
"06/20/2017","7,917.86","7,944.84","7,950.57","7,917.86","103.26K","-0.33%"
"06/19/2017","7,943.75","7,900.72","7,951.08","7,900.72","100.04K","0.78%"
"06/16/2017","7,882.22","7,961.94","7,961.94","7,882.22","427.53K","-1.03%"
"06/15/2017","7,964.49","7,975.43","8,028.22","7,964.49","149.40K","-0.02%"
"06/14/2017","7,966.01","7,933.75","7,966.01","7,901.84","156.20K","0.61%"
"06/13/2017","7,917.89","7,995.98","7,998.76","7,900.11","208.58K","-0.91%"
"06/09/2017","7,990.24","7,961.46","8,026.33","7,956.71","153.61K","0.40%"
"06/08/2017","7,958.63","8,007.04","8,046.63","7,947.71","178.54K","-0.55%"
"06/07/2017","8,002.32","7,964.02","8,018.25","7,964.02","190.67K","0.62%"
"06/06/2017","7,953.12","8,019.20","8,020.10","7,953.12","147.04K","-0.60%"
"06/05/2017","8,001.38","7,954.62","8,040.34","7,954.62","144.05K","1.19%"
"06/02/2017","7,907.66","7,921.40","8,002.32","7,907.66","222.70K","-0.25%"
"06/01/2017","7,927.49","7,835.27","7,936.03","7,835.27","210.14K","1.15%"
"05/31/2017","7,837.12","7,855.98","7,858.20","7,816.61","469.15K","-0.30%"
"05/30/2017","7,860.77","7,891.75","7,897.77","7,850.47","153.43K","-0.32%"
"05/29/2017","7,886.03","7,866.48","7,925.90","7,866.40","173.00K","0.24%"
"05/26/2017","7,867.49","7,870.03","7,885.42","7,858.77","180.99K","-0.05%"
"05/25/2017","7,871.65","7,845.81","7,873.86","7,828.94","135.11K","0.43%"
"05/24/2017","7,837.82","7,788.11","7,837.82","7,761.61","126.35K","0.33%"
"05/23/2017","7,812.14","7,823.03","7,848.14","7,812.14","243.92K","0.07%"
"05/22/2017","7,806.57","7,795.29","7,821.28","7,795.29","192.69K","0.50%"
"05/19/2017","7,767.62","7,755.35","7,767.62","7,738.75","121.00K","0.13%"
"05/18/2017","7,757.69","7,797.52","7,797.52","7,718.96","145.67K","-0.88%"
"05/17/2017","7,826.53","7,805.57","7,842.21","7,803.09","164.85K","0.46%"
"05/16/2017","7,791.07","7,805.53","7,840.68","7,789.13","206.24K","0.23%"
"05/15/2017","7,772.93","7,818.02","7,860.31","7,772.93","151.80K","-0.55%"
"05/12/2017","7,815.53","7,797.84","7,815.53","7,724.37","174.64K","-0.01%"
"05/11/2017","7,816.40","7,798.81","7,863.97","7,773.17","211.07K","0.29%"
"05/10/2017","7,794.17","7,915.06","7,943.72","7,794.17","216.38K","-1.63%"
"05/09/2017","7,923.50","7,980.36","8,018.39","7,913.14","187.60K","-0.49%"
"05/08/2017","7,962.33","7,849.89","7,962.33","7,849.89","242.06K","1.53%"
"05/05/2017","7,841.99","7,753.06","7,908.97","7,742.51","205.44K","1.11%"
"05/04/2017","7,755.75","7,696.22","7,767.91","7,689.20","153.12K","0.96%"
"05/03/2017","7,682.26","7,713.86","7,731.98","7,682.26","129.37K","-0.27%"
"05/02/2017","7,703.10","7,687.29","7,720.33","7,685.54","144.87K","0.55%"
"04/27/2017","7,661.01","7,721.16","7,721.16","7,661.01","124.15K","-0.85%"
"04/26/2017","7,726.45","7,708.85","7,733.78","7,683.47","117.49K","0.34%"
"04/25/2017","7,700.46","7,599.90","7,719.67","7,596.39","176.71K","1.47%"
"04/24/2017","7,588.88","7,585.36","7,599.05","7,565.02","114.20K","0.14%"
"04/21/2017","7,578.16","7,585.04","7,609.65","7,575.34","135.40K","0.19%"
"04/20/2017","7,563.45","7,502.29","7,563.45","7,493.96","190.70K","0.54%"
"04/19/2017","7,522.98","7,586.44","7,591.81","7,502.93","107.12K","-0.87%"
"04/18/2017","7,588.98","7,594.92","7,607.83","7,573.71","108.26K","0.01%"
"04/17/2017","7,588.53","7,615.44","7,621.50","7,584.34","96.78K","-0.54%"
"04/12/2017","7,629.64","7,600.78","7,631.80","7,594.72","163.04K","0.37%"
"04/11/2017","7,601.40","7,615.95","7,645.10","7,588.82","156.04K","-0.22%"
"04/10/2017","7,617.91","7,598.24","7,624.20","7,580.36","173.64K","0.45%"
"04/07/2017","7,583.75","7,559.65","7,667.33","7,553.52","292.33K","0.24%"
"04/06/2017","7,565.32","7,580.24","7,603.90","7,529.47","320.72K","-0.25%"
"04/05/2017","7,584.21","7,478.50","7,584.86","7,476.57","253.00K","1.85%"
"04/04/2017","7,446.49","7,363.88","7,456.26","7,354.57","171.30K","1.43%"
"04/03/2017","7,341.65","7,323.74","7,346.00","7,317.74","157.20K","0.41%"
"03/31/2017","7,311.72","7,336.61","7,340.64","7,301.69","158.07K","-0.28%"
"03/30/2017","7,332.59","7,327.38","7,360.39","7,327.38","172.84K","0.12%"
"03/29/2017","7,324.00","7,320.09","7,354.46","7,310.02","236.89K","-0.10%"
"03/28/2017","7,331.46","7,276.26","7,331.46","7,274.60","161.16K","1.18%"
"03/27/2017","7,245.97","7,268.64","7,276.00","7,222.15","192.00K","-0.33%"
"03/24/2017","7,269.62","7,308.65","7,317.25","7,269.62","208.95K","-0.43%"
"03/23/2017","7,301.03","7,299.89","7,315.89","7,281.85","176.37K","0.64%"
"03/22/2017","7,254.93","7,300.46","7,300.46","7,230.17","218.01K","-0.93%"
"03/21/2017","7,323.31","7,319.92","7,361.44","7,318.19","197.68K","0.09%"
"03/20/2017","7,316.57","7,374.45","7,380.57","7,297.32","156.14K","-0.39%"
"03/17/2017","7,345.02","7,307.01","7,417.76","7,274.68","438.50K","0.91%"
"03/16/2017","7,278.60","7,279.86","7,320.50","7,268.18","117.43K","0.34%"
"03/15/2017","7,253.79","7,268.35","7,275.98","7,214.96","191.31K","-0.11%"
"03/14/2017","7,261.75","7,253.13","7,281.57","7,244.00","148.10K","0.40%"
"03/13/2017","7,233.09","7,213.74","7,238.60","7,202.17","134.06K","1.21%"
"03/10/2017","7,146.27","7,298.18","7,298.74","7,146.27","171.46K","-2.04%"
"03/09/2017","7,295.45","7,298.10","7,326.83","7,295.45","112.03K","0.01%"
"03/08/2017","7,294.56","7,314.42","7,341.58","7,294.56","96.69K","0.00%"
"03/07/2017","7,294.52","7,310.65","7,326.07","7,285.25","143.14K","-0.26%"
"03/06/2017","7,313.87","7,228.92","7,316.57","7,216.12","150.28K","0.92%"
"03/03/2017","7,247.12","7,232.47","7,247.12","7,197.16","100.91K","0.17%"
"03/02/2017","7,234.94","7,183.45","7,244.05","7,183.45","122.34K","0.90%"
"03/01/2017","7,170.70","7,167.89","7,186.48","7,150.61","205.74K","-0.57%"
"02/28/2017","7,212.09","7,239.64","7,245.60","7,152.45","161.33K","-0.28%"
"02/27/2017","7,232.47","7,266.78","7,296.00","7,232.47","94.53K","-0.37%"
"02/24/2017","7,258.99","7,328.95","7,331.72","7,258.99","148.81K","-1.04%"
"02/23/2017","7,335.56","7,312.42","7,339.90","7,290.21","173.83K","0.43%"
"02/22/2017","7,304.45","7,275.51","7,304.45","7,263.20","177.96K","0.30%"
"02/21/2017","7,282.68","7,284.93","7,284.93","7,258.31","99.43K","0.02%"
"02/20/2017","7,281.19","7,252.54","7,281.19","7,252.54","99.73K","0.50%"
"02/17/2017","7,244.79","7,289.63","7,292.62","7,236.91","182.55K","-0.53%"
"02/16/2017","7,283.25","7,176.64","7,293.16","7,176.64","132.94K","1.52%"
